user_key,user_id,gender,age_group,country,city,registration_date,email_domain,is_premium
1868,USR001868,female,18-24,Germany,N/A,16-12-2020,gmail.com,yes
1869,USR001869,MALE,45-54,Australia,,22-06-2023,gmail.com,0
1870,USR001870,O,35-44,UK,,28-02-2023,gmail.com,1
1871,USR001871,other,55+,USA,City_18,15-09-2021,yahoo.com,1
1872,USR001872,other,45-54,France,,10-06-2023,,0
1873,USR001873,male,35-44,Mexico,City_23,25-03-2022,gmail.com,0
1874,USR001874,Other,25 to 34,Brazil,,04-06-2021,yahoo.com,NO
1875,USR001875,O,18_24,Japan,City_40,29-10-2020,,1
1876,USR001876,female,45-54,Japan,  ,14-06-2021,gmail.com,NO
1877,USR001877,M,25 to 34,Mexico,City_13,06-12-2019,gmail.com,0
1878,USR001878,Male,18-24 ,India,N/A,03-02-2022,gmail.com,
1879,USR001879,female,55+,Australia,,14-01-2019,outlook.com,
1880,USR001880,,35-44,Canada,  ,02-10-2021,outlook.com,1
1881,USR001881,female,25 to 34,India,,09-02-2020,gmail.com,Yes
1882,USR001882,other, 25-34,India,N/A,01-04-2020,gmail.com,0
1883,USR001883,M,25-34,India,,04-02-2021,hotmail.com,0
1884,USR001884,other,18_24,Mexico,N/A,08-02-2019,gmail.com,1
1885,USR001885,FEMALE,55+,Mexico,N/A,26-01-2019,yahoo.com,0
1886,USR001886,O,55+,Brazil,City_29,10-05-2021,hotmail.com,1
1887,USR001887,FEMALE, 25-34,UK,  ,23-12-2022,hotmail.com,1
1888,USR001888,other,35-44,Brazil,City_34,14-06-2020,yahoo.com,yes
1889,USR001889,M, 25-34,France,City_13,21-10-2023,outlook.com,0
1890,USR001890,M,,Mexico,City_43,15-11-2022,gmail.com,yes
1891,USR001891,male,25-34,Brazil,,29-10-2020,gmail.com,0
1892,USR001892,O,55+,UK,N/A,29-04-2023,gmail.com,0
1893,USR001893,FEMALE, 25-34,India,,29-10-2020,outlook.com,Yes
1894,USR001894,Male,35-44,Brazil,City_25,15-01-2023,,Yes
1895,USR001895,Female,18_24,Australia,,07-12-2021,hotmail.com,0
1896,USR001896,MALE,45-54,Australia,,01-04-2019,outlook.com,yes
1897,USR001897,Male,25-34,Brazil,N/A,16-09-2020,,0
1898,USR001898,MALE,55+,France,N/A,21-05-2023,gmail.com,1
1899,USR001899,Male,45-54,Mexico,  ,27-11-2021,hotmail.com,yes
1900,USR001900,female,18-24 ,Australia,City_46,16-12-2019,gmail.com,1
1901,USR001901,Female,25 to 34,Australia,N/A,09-06-2022,gmail.com,NO
1902,USR001902,,18_24,Canada,City_28,22-08-2020,outlook.com,
1903,USR001903,F,25 to 34,Australia,,27-03-2019,gmail.com,1
1904,USR001904,,35-44,India,,01-09-2021,gmail.com,yes
1905,USR001905,FEMALE, 25-34,Japan,,24-10-2023,yahoo.com,
1906,USR001906,Female,35-44,Australia,  ,22-10-2022,gmail.com,0
1907,USR001907,Male,18-24 ,Brazil,,13-01-2022,,0
1908,USR001908,other, 25-34,UK,,23-11-2019,outlook.com,0
1909,USR001909,MALE, 25-34,India,City_25,29-11-2021,outlook.com,0
1910,USR001910,Female,18-24,Brazil,N/A,15-02-2021,outlook.com,yes
1911,USR001911,female,25 to 34,Japan,,19-01-2020,gmail.com,1
1912,USR001912,Male,45-54,Australia,  ,18-01-2021,gmail.com,0
1913,USR001913,other,25-34,Japan,  ,13-02-2023,,NO
1914,USR001914,female,55+,Canada,  ,12-12-2020,,Yes
1915,USR001915,Female,25-34,Canada,  ,04-12-2021,yahoo.com,0
1916,USR001916,male,18_24,Japan,  ,21-06-2021,gmail.com,yes
1917,USR001917,female,25-34,France,,13-03-2023,,0
1918,USR001918,F,18_24,India,  ,04-01-2020,outlook.com,0
1919,USR001919,F, 25-34,Mexico,  ,26-03-2022,yahoo.com,0
1920,USR001920,O,25-34,Canada,  ,23-01-2020,gmail.com,1
1921,USR001921,FEMALE,18-24 ,Brazil,City_5,12-11-2023,gmail.com,NO
1922,USR001922,F,25-34,Japan,City_34,09-02-2023,yahoo.com,0
1923,USR001923,female,18-24 ,Germany,  ,15-03-2023,outlook.com,Yes
1924,USR001924,M,18-24 ,Germany,,14-07-2021,,0
1925,USR001925,FEMALE,55+,France,N/A,17-02-2019,gmail.com,1
1926,USR001926,O,35-44,Mexico,City_13,19-04-2023,gmail.com,0
1927,USR001927,FEMALE,45-54,India,  ,26-05-2021,outlook.com,yes
1928,USR001928,female,55+,Australia,City_10,01-12-2023,,Yes
1929,USR001929,,18-24,UK,City_14,22-03-2023,,0
1930,USR001930,Female,25-34,Germany,,19-11-2019,gmail.com,1
1931,USR001931,male, 25-34,Japan,N/A,14-07-2022,gmail.com,1
1932,USR001932,O,45-54,Brazil,  ,03-08-2022,,1
1933,USR001933,F, 25-34,Australia,City_50,09-01-2021,gmail.com,0
1934,USR001934,male,25-34,Australia,  ,15-11-2023,,1
1935,USR001935,F,25-34,UK,City_32,03-11-2021,gmail.com,NO
1936,USR001936,Other,35-44,UK,N/A,06-08-2021,gmail.com,NO
1937,USR001937,M,18_24,Australia,,22-01-2023,gmail.com,
1938,USR001938,,55+,Japan,City_11,21-03-2020,hotmail.com,yes
1939,USR001939,Female,25 to 34,Brazil,  ,18-02-2021,,1
1940,USR001940,female,,India,,09-02-2019,outlook.com,0
1941,USR001941,male,25-34,USA,,08-12-2021,yahoo.com,1
1942,USR001942,male,18_24,Australia,  ,04-05-2019,outlook.com,0
1943,USR001943,female,18-24 ,Japan,City_4,22-01-2021,gmail.com,1
1944,USR001944,other,25 to 34,Mexico,,22-12-2020,gmail.com,0
1945,USR001945,Female,55+,Mexico,,07-01-2022,gmail.com,yes
1946,USR001946,Female,18_24,Japan,,30-09-2019,,0
1947,USR001947,FEMALE,55+,Germany,City_25,20-08-2023,gmail.com,1
1948,USR001948,Other,25 to 34,India,City_13,17-10-2022,outlook.com,
1949,USR001949,O,25-34,India,N/A,06-10-2019,yahoo.com,NO
1950,USR001950,F,18-24,Australia,N/A,06-05-2021,yahoo.com,0
1951,USR001951,M,35-44,UK,N/A,22-10-2019,,Yes
1952,USR001952,O,18-24 ,UK,City_31,28-03-2023,gmail.com,yes
1953,USR001953,FEMALE, 25-34,USA,City_47,20-02-2020,hotmail.com,Yes
1954,USR001954,female,35-44,UK,N/A,18-12-2022,gmail.com,
1955,USR001955,FEMALE,18-24 ,UK,City_28,22-09-2022,gmail.com,NO
1956,USR001956,Male,18_24,Brazil,,19-06-2019,outlook.com,1
1957,USR001957,O,18_24,UK,N/A,17-04-2021,gmail.com,0
1958,USR001958,female,25 to 34,Canada,,31-07-2021,yahoo.com,1
1959,USR001959,Other, 25-34,Australia,  ,03-02-2021,gmail.com,1
1960,USR001960,F,,Canada,N/A,06-10-2023,,0
1961,USR001961,Female,25 to 34,Canada,N/A,11-02-2019,gmail.com,
1962,USR001962,other,35-44,Brazil,City_45,11-05-2019,gmail.com,1
1963,USR001963,Male,55+,Australia,N/A,22-06-2019,gmail.com,1
1964,USR001964,male,18-24,UK,City_12,27-01-2021,,Yes
1965,USR001965,other,18_24,Japan,,10-02-2020,gmail.com,1
1966,USR001966,other,35-44,Mexico,  ,08-10-2023,hotmail.com,yes
1967,USR001967,F,35-44,USA,N/A,05-10-2019,gmail.com,1
1968,USR001968,female,35-44,Australia,City_36,26-07-2022,outlook.com,yes
1969,USR001969,, 25-34,India,  ,09-07-2021,gmail.com,1
1970,USR001970,O,25 to 34,USA,N/A,11-03-2023,,0
1971,USR001971,other,55+,USA,,20-02-2019,hotmail.com,1
1972,USR001972,M,18-24,UK,,08-05-2023,yahoo.com,1
1973,USR001973,Male,18-24 ,Brazil,,16-03-2020,gmail.com,
1974,USR001974,M,45-54,USA,  ,08-09-2023,gmail.com,0
1975,USR001975,Other,25 to 34,USA,  ,07-09-2020,gmail.com,1
1976,USR001976,other, 25-34,Japan,  ,20-04-2023,gmail.com,0
1977,USR001977,FEMALE,,France,N/A,15-07-2019,outlook.com,yes
1978,USR001978,Male,35-44,Brazil,  ,26-08-2023,,0
1979,USR001979,M,,France,City_7,26-11-2023,hotmail.com,yes
1980,USR001980,male,18-24 ,France,City_26,07-08-2020,yahoo.com,1
1981,USR001981,MALE,,Australia,,27-06-2021,yahoo.com,1
1982,USR001982,other,18_24,India,City_39,03-09-2021,hotmail.com,NO
1983,USR001983,female,55+,India,  ,22-11-2020,gmail.com,0
1984,USR001984,female,55+,France,City_37,31-03-2023,gmail.com,0
1985,USR001985,F, 25-34,India,N/A,16-02-2021,,1
1986,USR001986,Other,18_24,USA,City_42,10-10-2023,,yes
1987,USR001987,Male,45-54,Canada,  ,30-11-2022,,
1988,USR001988,Other,55+,Mexico,  ,20-01-2022,gmail.com,Yes
1989,USR001989,M,25-34,France,City_43,09-11-2021,gmail.com,1
1990,USR001990,other,55+,Australia,N/A,27-11-2022,gmail.com,0
1991,USR001991,FEMALE, 25-34,Canada,City_44,15-10-2022,gmail.com,
1992,USR001992,female,18-24 ,Canada,City_8,13-05-2021,outlook.com,1
1993,USR001993,female,25-34,France,  ,09-03-2020,gmail.com,
1994,USR001994,FEMALE,25-34,UK,City_36,16-02-2023,gmail.com,yes
1995,USR001995,male,25-34,Germany,N/A,25-09-2021,outlook.com,NO
1996,USR001996,Other,45-54,USA,,03-07-2019,gmail.com,1
1997,USR001997,M,25-34,UK,N/A,29-04-2020,gmail.com,
1998,USR001998,,35-44,Mexico,City_30,19-06-2021,outlook.com,yes
1999,USR001999,female,25 to 34,Mexico,  ,23-04-2022,,0
2000,USR002000,F,18-24,Japan,City_12,18-04-2022,gmail.com,0
2001,USR002001,female,25-34,Canada,,05-01-2022,hotmail.com,1
2002,USR002002,other,55+,India,,25-08-2021,gmail.com,0
2003,USR002003,Female,18_24,Brazil,N/A,17-01-2019,gmail.com,0
2004,USR002004,MALE,,Canada,,11-12-2021,gmail.com,0
2005,USR002005,male,18-24,UK,  ,05-03-2019,,
2006,USR002006,Male, 25-34,Australia,N/A,31-10-2023,gmail.com,0
2007,USR002007,O,18_24,Brazil,,15-07-2023,hotmail.com,1
2008,USR002008,M,35-44,UK,City_12,14-11-2022,gmail.com,NO
2009,USR002009,FEMALE,,Australia,City_28,06-10-2023,outlook.com,0
2010,USR002010,,,USA,N/A,12-11-2020,gmail.com,yes
2011,USR002011,F,18_24,UK,  ,23-05-2020,gmail.com,Yes
2012,USR002012,,18_24,USA,City_33,02-11-2021,gmail.com,0
2013,USR002013,male,25-34,UK,,13-01-2020,gmail.com,yes
2014,USR002014,Female, 25-34,India,  ,10-01-2022,outlook.com,
2015,USR002015,Female,18-24,Germany,,09-04-2022,,NO
2016,USR002016,O,25 to 34,France,  ,01-02-2022,hotmail.com,yes
2017,USR002017,FEMALE,45-54,Brazil,City_13,21-02-2023,outlook.com,
2018,USR002018,MALE,18-24,Germany,N/A,04-06-2019,gmail.com,yes
2019,USR002019,Other, 25-34,Canada,N/A,23-06-2023,,0
2020,USR002020,Female,18_24,Japan,  ,27-12-2019,yahoo.com,0
2021,USR002021,O,18-24 ,Germany,N/A,13-12-2022,outlook.com,
2022,USR002022,FEMALE,45-54,Australia,  ,04-11-2019,gmail.com,0
2023,USR002023,MALE,18_24,Japan,N/A,02-09-2022,outlook.com,1
2024,USR002024,male,25 to 34,Mexico,,23-05-2023,outlook.com,NO
2025,USR002025,M,18-24,Australia,  ,10-05-2023,,yes
2026,USR002026,male,25 to 34,France,City_8,01-04-2020,gmail.com,0
2027,USR002027,FEMALE,,India,City_11,11-09-2022,outlook.com,0
2028,USR002028,M,35-44,Canada,City_20,15-11-2023,yahoo.com,0
2029,USR002029,O,18_24,France,City_49,06-06-2022,gmail.com,
2030,USR002030,FEMALE,45-54,Japan,,10-03-2021,gmail.com,0
2031,USR002031,male,35-44,UK,City_13,29-06-2023,gmail.com,0
2032,USR002032,other,25-34,Japan,  ,23-08-2023,outlook.com,
2033,USR002033,female,18-24 ,Brazil,N/A,07-11-2020,yahoo.com,0
2034,USR002034,other,35-44,France,City_37,16-07-2021,gmail.com,
2035,USR002035,female,18_24,UK,  ,09-11-2022,gmail.com,
2036,USR002036,O,18-24 ,Brazil,N/A,12-03-2023,,Yes
2037,USR002037,male,18-24,UK,N/A,14-01-2021,outlook.com,1
2038,USR002038,, 25-34,USA,City_32,27-09-2023,gmail.com,1
2039,USR002039,,,France,City_32,04-02-2020,gmail.com,0
2040,USR002040,Female, 25-34,Germany,City_13,05-04-2023,,0
2041,USR002041,Female,35-44,France,N/A,14-08-2022,yahoo.com,1
2042,USR002042,M,18-24 ,Japan,N/A,23-09-2021,,0
2043,USR002043,O,25-34,Brazil,  ,11-06-2023,gmail.com,Yes
2044,USR002044,O,18-24 ,Japan,,05-04-2023,hotmail.com,Yes
2045,USR002045,O,45-54,Brazil,N/A,07-03-2021,outlook.com,yes
2046,USR002046,other,18_24,India,  ,06-07-2020,outlook.com,yes
2047,USR002047,M,25-34,India,N/A,10-07-2023,,NO
2048,USR002048,female,55+,Australia,,13-08-2020,gmail.com,Yes
2049,USR002049,,55+,Brazil,  ,11-11-2020,gmail.com,0
2050,USR002050,MALE,,Brazil,,22-08-2019,hotmail.com,NO
2051,USR002051,male,55+,Japan,N/A,21-11-2019,,0
2052,USR002052,MALE,55+,Brazil,  ,06-07-2022,hotmail.com,1
2053,USR002053,M,45-54,Canada,N/A,02-11-2020,yahoo.com,
2054,USR002054,MALE,18-24,Japan,N/A,24-02-2021,outlook.com,0
2055,USR002055,FEMALE,25 to 34,UK,N/A,13-11-2019,outlook.com,Yes
2056,USR002056,Male, 25-34,Germany,N/A,13-12-2019,gmail.com,1
2057,USR002057,female,45-54,USA,City_4,10-11-2019,gmail.com,NO
2058,USR002058,,55+,USA,  ,25-01-2019,outlook.com,0
2059,USR002059,Other,18_24,UK,  ,14-01-2022,outlook.com,1
2060,USR002060,female,18-24,Germany,N/A,01-12-2023,gmail.com,0
2061,USR002061,FEMALE,,UK,,07-09-2022,outlook.com,
2062,USR002062,,25 to 34,Canada,N/A,25-02-2020,gmail.com,1
2063,USR002063,M,,Brazil,,27-05-2023,,yes
2064,USR002064,Other,18-24,France,,28-07-2020,gmail.com,yes
2065,USR002065,male,18-24 ,Mexico,,30-04-2023,,0
2066,USR002066,male,18-24,Canada,N/A,15-04-2021,yahoo.com,
2067,USR002067,Female,25 to 34,Mexico,N/A,30-08-2023,hotmail.com,0
2068,USR002068,F,,USA,N/A,09-06-2020,outlook.com,1
2069,USR002069,O,18-24 ,Canada,  ,17-10-2022,gmail.com,Yes
2070,USR002070,O,55+,Canada,City_8,04-07-2020,hotmail.com,0
2071,USR002071,FEMALE,18-24 ,Australia,  ,27-06-2023,gmail.com,
2072,USR002072,,25-34,Germany,City_35,27-09-2019,hotmail.com,0
2073,USR002073,F,18-24,Germany,  ,19-04-2022,gmail.com,1
2074,USR002074,F,18-24 ,Brazil,N/A,04-03-2022,gmail.com,yes
2075,USR002075,Other,35-44,UK,,08-11-2022,gmail.com,yes
2076,USR002076,male, 25-34,Canada,City_8,11-02-2023,hotmail.com,1
2077,USR002077,M,18-24 ,UK,N/A,02-03-2021,gmail.com,yes
2078,USR002078,female,18-24,India,  ,07-09-2019,gmail.com,0
2079,USR002079,other,25-34,Germany,,05-03-2020,,0
2080,USR002080,male, 25-34,France,City_31,26-11-2021,hotmail.com,yes
2081,USR002081,FEMALE,,France,  ,27-04-2019,gmail.com,yes
2082,USR002082,FEMALE,45-54,Australia,  ,05-07-2021,gmail.com,0
2083,USR002083,other,25-34,UK,N/A,03-06-2019,gmail.com,NO
2084,USR002084,,18_24,USA,City_8,18-02-2022,gmail.com,1
2085,USR002085,female,18_24,Canada,City_7,20-10-2022,hotmail.com,NO
2086,USR002086,M,35-44,Japan,N/A,09-02-2021,gmail.com,Yes
2087,USR002087,, 25-34,India,  ,01-04-2019,gmail.com,0
2088,USR002088,other,25-34,France,  ,01-02-2023,hotmail.com,
2089,USR002089,Other,,India,  ,04-06-2021,,0
2090,USR002090,M,18-24,USA,  ,13-03-2022,outlook.com,0
2091,USR002091,M,35-44,Mexico,,28-04-2022,gmail.com,0
2092,USR002092,F,55+,Australia,N/A,22-06-2023,yahoo.com,0
2093,USR002093,,45-54,Germany,,28-08-2022,gmail.com,1
2094,USR002094,Male,,India,,19-02-2020,outlook.com,
2095,USR002095,male, 25-34,Brazil,  ,24-05-2022,gmail.com,Yes
2096,USR002096,,18-24 ,Japan,City_18,11-05-2022,gmail.com,1
2097,USR002097,M,55+,Germany,,22-06-2020,yahoo.com,
2098,USR002098,Female,18-24 ,India,City_38,27-11-2020,gmail.com,0
2099,USR002099,M, 25-34,Australia,  ,02-06-2019,,0
2100,USR002100,M,35-44,Mexico,N/A,17-03-2019,outlook.com,0
2101,USR002101,female,18_24,Germany,  ,26-02-2021,gmail.com,
2102,USR002102,O,55+,Japan,N/A,09-09-2022,gmail.com,0
2103,USR002103,MALE,25-34,France,N/A,05-10-2023,,1
2104,USR002104,female,,France,,19-12-2021,yahoo.com,0
2105,USR002105,,,UK,N/A,13-02-2020,hotmail.com,0
2106,USR002106,Female,35-44,Brazil,,28-11-2021,gmail.com,0
2107,USR002107,male,35-44,Mexico,,15-01-2023,,1
2108,USR002108,Female,18-24 ,Germany,N/A,08-11-2019,outlook.com,
2109,USR002109,MALE, 25-34,Japan,N/A,16-06-2022,gmail.com,yes
2110,USR002110,other,18-24,Germany,N/A,16-10-2019,gmail.com,0
2111,USR002111,,18-24 ,Brazil,  ,25-05-2019,outlook.com,NO
2112,USR002112,Female,45-54,India,City_30,19-02-2021,,NO
2113,USR002113,M,25-34,India,,26-10-2019,gmail.com,Yes
2114,USR002114,other,45-54,USA,N/A,07-04-2022,outlook.com,0
2115,USR002115,Female,55+,France,N/A,23-11-2021,,
2116,USR002116,Other,18-24,USA,N/A,05-02-2023,yahoo.com,
2117,USR002117,,35-44,Australia,,12-02-2021,hotmail.com,
2118,USR002118,male, 25-34,Canada,N/A,31-01-2019,hotmail.com,
2119,USR002119,, 25-34,Canada,City_5,18-09-2020,gmail.com,1
2120,USR002120,other,18-24 ,France,N/A,22-11-2022,gmail.com,
2121,USR002121,M,18-24,Brazil,,15-01-2020,gmail.com,1
2122,USR002122,Other,35-44,France,City_23,19-09-2021,hotmail.com,1
2123,USR002123,Other,45-54,USA,N/A,04-11-2021,,1
2124,USR002124,M,,Australia,,03-02-2021,,0
2125,USR002125,M,55+,Japan,City_43,06-12-2022,gmail.com,0
2126,USR002126,other,25-34,UK,,11-10-2021,yahoo.com,Yes
2127,USR002127,Other, 25-34,Brazil,,17-06-2023,yahoo.com,NO
2128,USR002128,O,,Brazil,,24-06-2023,hotmail.com,1
2129,USR002129,Other,18_24,Brazil,,05-08-2019,,Yes
2130,USR002130,female,,Japan,,17-03-2023,gmail.com,
2131,USR002131,Other,35-44,Brazil,,28-04-2019,gmail.com,
2132,USR002132,Male,18-24 ,Brazil,  ,17-05-2020,gmail.com,Yes
2133,USR002133,Male, 25-34,Australia,City_25,13-05-2021,gmail.com,
2134,USR002134,male,18_24,India,City_26,26-08-2022,outlook.com,0
2135,USR002135,Male, 25-34,France,  ,26-01-2020,hotmail.com,
2136,USR002136,other,35-44,Germany,,22-07-2022,,Yes
2137,USR002137,Other,25-34,France,City_44,26-01-2019,gmail.com,yes
2138,USR002138,Female,25-34,Japan,  ,07-01-2021,gmail.com,yes
2139,USR002139,other,18-24,USA,,10-02-2021,outlook.com,
2140,USR002140,MALE,35-44,Canada,  ,10-05-2022,,yes
2141,USR002141,Other,35-44,Mexico,N/A,13-11-2020,gmail.com,1
2142,USR002142,F,18-24 ,Mexico,,26-08-2022,hotmail.com,0
2143,USR002143,Other,18_24,Germany,  ,25-08-2022,gmail.com,0
2144,USR002144,other,18-24,Canada,,28-03-2023,gmail.com,1
2145,USR002145,Male,45-54,France,  ,30-04-2021,,Yes
2146,USR002146,FEMALE,18-24,USA,N/A,27-12-2019,gmail.com,1
2147,USR002147,other,18-24 ,India,City_46,09-10-2020,yahoo.com,1
2148,USR002148,, 25-34,Japan,N/A,07-07-2022,hotmail.com,1
2149,USR002149,Female,25 to 34,Germany,  ,12-03-2019,hotmail.com,yes
2150,USR002150,other,18-24,Mexico,  ,07-11-2022,gmail.com,1
2151,USR002151,Female, 25-34,USA,N/A,05-04-2022,gmail.com,yes
2152,USR002152,FEMALE,,UK,  ,24-02-2021,gmail.com,1
2153,USR002153,MALE,55+,France,City_16,10-06-2022,yahoo.com,
2154,USR002154,other,55+,Canada,City_8,06-09-2020,gmail.com,
2155,USR002155,F,,France,,31-05-2019,yahoo.com,Yes
2156,USR002156,Female,25-34,France,  ,15-10-2019,outlook.com,Yes
2157,USR002157,FEMALE, 25-34,Brazil,,14-03-2020,gmail.com,
2158,USR002158,male,45-54,France,City_34,15-10-2020,gmail.com,
2159,USR002159,O,25 to 34,Australia,,11-12-2019,gmail.com,1
2160,USR002160,Male,35-44,Mexico,N/A,25-01-2022,yahoo.com,yes
2161,USR002161,M,18_24,Mexico,  ,18-12-2021,gmail.com,0
2162,USR002162,FEMALE,35-44,Mexico,  ,23-01-2022,,0
2163,USR002163,F,45-54,Australia,City_22,12-06-2022,gmail.com,1
2164,USR002164,FEMALE,55+,Mexico,N/A,07-04-2022,gmail.com,0
2165,USR002165,FEMALE,25-34,France,N/A,14-10-2022,outlook.com,1
2166,USR002166,MALE,55+,France,N/A,14-06-2023,outlook.com,0
2167,USR002167,female,45-54,UK,,13-08-2023,,1
2168,USR002168,Other, 25-34,Mexico,,04-01-2019,gmail.com,1
2169,USR002169,M,45-54,India,,19-10-2022,gmail.com,1
2170,USR002170,female,,Brazil,City_11,28-01-2022,hotmail.com,0
2171,USR002171,O,25-34,Japan,City_16,19-11-2021,,Yes
2172,USR002172,female,18_24,Canada,City_31,05-04-2023,gmail.com,
2173,USR002173,O,25 to 34,Mexico,  ,13-04-2023,outlook.com,1
2174,USR002174,female,35-44,UK,N/A,28-11-2021,gmail.com,Yes
2175,USR002175,F,45-54,Canada,,24-02-2021,hotmail.com,Yes
2176,USR002176,M,25 to 34,USA,,11-04-2023,yahoo.com,0
2177,USR002177,female,35-44,Brazil,N/A,05-03-2019,gmail.com,NO
2178,USR002178,,45-54,Canada,N/A,11-12-2021,outlook.com,
2179,USR002179,,25-34,UK,N/A,21-05-2019,,1
2180,USR002180,male,35-44,Brazil,City_13,07-07-2019,outlook.com,yes
2181,USR002181,female, 25-34,Australia,,08-01-2019,yahoo.com,NO
2182,USR002182,MALE,18-24,Germany,  ,31-07-2021,,NO
2183,USR002183,FEMALE,55+,India,,23-07-2019,outlook.com,yes
2184,USR002184,male,45-54,USA,City_37,01-08-2020,gmail.com,yes
2185,USR002185,Female,35-44,Mexico,N/A,05-05-2022,gmail.com,0
2186,USR002186,FEMALE, 25-34,France,  ,05-03-2023,hotmail.com,
2187,USR002187,MALE,18-24,Australia,N/A,24-12-2019,yahoo.com,
2188,USR002188,M,25 to 34,Brazil,,23-02-2020,yahoo.com,0
2189,USR002189,male,45-54,UK,,12-12-2022,hotmail.com,0
2190,USR002190,Male,25-34,Brazil,City_35,30-03-2021,outlook.com,0
2191,USR002191,Female,18-24,UK,City_31,22-02-2019,,yes
2192,USR002192,F, 25-34,Germany,  ,15-05-2020,gmail.com,1
2193,USR002193,Other, 25-34,France,City_6,17-05-2023,,0
2194,USR002194,F,18_24,Germany,N/A,27-04-2021,gmail.com,yes
2195,USR002195,MALE,55+,Mexico,  ,13-11-2021,gmail.com,yes
2196,USR002196,M,45-54,Canada,City_44,02-03-2019,outlook.com,
2197,USR002197,female,45-54,UK,City_10,05-11-2021,,
2198,USR002198,Other,18-24 ,France,,24-08-2022,gmail.com,NO
2199,USR002199,O, 25-34,Germany,City_47,14-11-2020,gmail.com,0
2200,USR002200,female,,Germany,N/A,17-02-2022,yahoo.com,Yes
2201,USR002201,MALE,18-24,Mexico,  ,18-09-2022,gmail.com,0
2202,USR002202,M,18_24,USA,  ,01-11-2021,,Yes
2203,USR002203,FEMALE, 25-34,UK,N/A,09-08-2020,gmail.com,0
2204,USR002204,,18-24,USA,N/A,18-06-2020,hotmail.com,yes
2205,USR002205,FEMALE,55+,France,,21-05-2023,gmail.com,1
2206,USR002206,FEMALE,25-34,Canada,City_43,26-04-2023,,NO
2207,USR002207,Female,55+,India,  ,11-07-2020,hotmail.com,0
2208,USR002208,FEMALE,18-24 ,Australia,N/A,04-03-2020,gmail.com,1
2209,USR002209,Male,55+,UK,N/A,01-07-2023,gmail.com,Yes
2210,USR002210,male,18-24 ,Mexico,City_21,02-09-2023,gmail.com,0
2211,USR002211,F, 25-34,Germany,City_50,26-09-2021,,yes
2212,USR002212,,45-54,UK,,03-10-2019,,Yes
2213,USR002213,FEMALE,18-24 ,France,N/A,16-05-2023,gmail.com,
2214,USR002214,MALE,18-24,France,  ,20-08-2019,gmail.com,0
2215,USR002215,MALE,35-44,India,City_11,18-09-2023,gmail.com,0
2216,USR002216,Other,18-24,Mexico,N/A,11-02-2020,gmail.com,0
2217,USR002217,female,18-24,France,N/A,22-12-2019,gmail.com,0
2218,USR002218,Male,18-24,Germany,  ,02-06-2021,gmail.com,1
2219,USR002219,Male,18-24 ,UK,,25-10-2023,gmail.com,Yes
2220,USR002220,Female,45-54,UK,City_13,07-06-2023,gmail.com,0
2221,USR002221,FEMALE,55+,USA,  ,02-01-2023,gmail.com,0
2222,USR002222,Other,,India,N/A,26-12-2022,gmail.com,0
2223,USR002223,other,55+,USA,,09-10-2021,gmail.com,Yes
2224,USR002224,other,25 to 34,India,,12-10-2021,yahoo.com,0
2225,USR002225,FEMALE,25-34,UK,City_26,15-10-2023,yahoo.com,0
2226,USR002226,Female, 25-34,Germany,City_28,03-05-2021,gmail.com,0
2227,USR002227,,35-44,UK,  ,11-03-2020,hotmail.com,NO
2228,USR002228,Male,55+,India,N/A,05-11-2023,,1
2229,USR002229,male,,India,,18-02-2022,outlook.com,NO
2230,USR002230,F,18-24 ,USA,,20-05-2023,gmail.com,1
2231,USR002231,M,18-24 ,France,N/A,03-04-2020,yahoo.com,0
2232,USR002232,Female,55+,Australia,  ,08-05-2023,yahoo.com,0
2233,USR002233,O,25-34,Canada,  ,29-05-2019,yahoo.com,1
2234,USR002234,female,25-34,Australia,City_33,04-01-2023,gmail.com,NO
2235,USR002235,F,18-24,Australia,N/A,17-04-2022,outlook.com,0
2236,USR002236,female,18_24,USA,City_1,05-06-2019,yahoo.com,Yes
2237,USR002237,Male,35-44,India,City_24,01-11-2022,yahoo.com,Yes
2238,USR002238,F,18-24 ,India,City_47,29-10-2021,outlook.com,Yes
